"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft"
"11781",4,"HAMMELS                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",16137,1127,NA,"R4","91-16 SHORE FRONT PARKWAY                ","5B          ",11693,1,0,1,0,0,2005,2,"R4","$ 455,000","2015-07-21",455000,0,0
"11784",4,"HAMMELS                  ","14  RENTALS - 4-10 UNIT                     ","2A",16153,95,NA,"S5","97-10 ROCKAWAY BEACH BLVD                ","            ",11693,5,1,6,2724,3851,1940,2,"S5","$ 650,000","2015-05-07",650000,3851,2724
"11786",4,"HAMMELS                  ","35  INDOOR PUBLIC AND CULTURAL FACILITIES   ","4",16120,6,NA,"P5","216-20 BEACH 87 STREET                   ","            ",11693,0,1,1,10000,27597,1972,4,"P5","$ 8,750,000","2015-12-17",8750000,27597,10000
"11791",4,"HAMMELS                  ","44  CONDO PARKING                           ","4",16137,1162,NA,"RG","91-16 SHORE FRONT PARKWAY                ","PS19        ",11693,0,0,1,0,0,0,4,"RG","$ 10,000","2015-07-21",10000,0,0
"11792",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",6635,35,NA,"A1","81-08 MAIN STREET                        ","            ",11435,1,0,1,4300,1700,1940,1,"A1","$ 761,000","2015-08-27",761000,1700,4300
"11794",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",6855,50,NA,"A1","80-32 161 STREET                         ","            ",11432,1,0,1,3000,1216,1920,1,"A1","$ 525,000","2016-02-11",525000,1216,3000
"11795",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",6855,63,NA,"A1","80-60 161ST STREET                       ","            ",11432,1,0,1,2442,1296,1920,1,"A1","$ 1","2015-11-04",1,1296,2442
"11796",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",6856,14,NA,"A1","80-45 161ST   STREET                     ","            ",11432,1,0,1,2500,1296,1920,1,"A1","$ 510,000","2015-09-08",510000,1296,2500
"11797",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",6860,34,NA,"A5","82-88 160TH   STREET                     ","            ",11432,1,0,1,2067,1460,1935,1,"A5","$ 653,000","2015-07-31",653000,1460,2067
"11798",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",6861,4,NA,"A5","160-15 GRAND CENTRL PARKWAY              ","            ",11432,1,0,1,1940,1280,1935,1,"A5","$ 532,000","2015-06-30",532000,1280,1940
"11800",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7016,8,NA,"A2","80-22 166TH   STREET                     ","            ",11432,1,0,1,3000,732,1970,1,"A2","$ 465,000","2015-08-19",465000,732,3000
"11805",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7026,56,NA,"A2","81-25 165TH STREET                       ","            ",11432,1,0,1,4100,1196,1960,1,"A2","$ 780,000","2015-07-16",780000,1196,4100
"11808",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7030,8,NA,"A1","169-18 81ST AVE                          ","            ",11432,1,0,1,6000,1504,1940,1,"A1","$ 890,000","2015-06-24",890000,1504,6000
"11810",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7038,1,NA,"A1","164-25 82ND ROAD                         ","            ",11432,1,0,1,2296,1248,1927,1,"A1","$ 545,000","2015-06-30",545000,1248,2296
"11811",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7038,49,NA,"A1","8214 164TH PLACE                         ","            ",11432,1,0,1,2727,1248,1930,1,"A1","$ 770,000","2015-10-09",770000,1248,2727
"11812",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7039,14,NA,"A5","82-31 164TH   PLACE                      ","            ",11432,1,0,1,2184,960,1930,1,"A5","$ 515,000","2015-06-15",515000,960,2184
"11813",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7040,20,NA,"A5","82-15 165TH STREET                       ","            ",11432,1,0,1,2300,1252,1940,1,"A5","$ 620,000","2015-09-18",620000,1252,2300
"11814",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7040,24,NA,"A5","8205 165TH STREET                        ","            ",11432,1,0,1,2300,1252,1940,1,"A5","$ 10","2015-06-19",10,1252,2300
"11816",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7041,64,NA,"A5","82-32 167TH   STREET                     ","            ",11432,1,0,1,2000,1410,1950,1,"A5","$ 553,000","2015-10-05",553000,1410,2000
"11817",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7042,26,NA,"A5","82-05 167TH   STREET                     ","            ",11432,1,0,1,2300,1224,1940,1,"A5","$ 590,000","2015-05-28",590000,1224,2300
"11818",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7042,44,NA,"A2","82-30 168TH STREET                       ","            ",11432,1,0,1,4640,1115,1950,1,"A2","$ 645,000","2015-08-27",645000,1115,4640
"11820",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7043,54,NA,"A5","164-23 GRAND CENTRL PARKWAY              ","            ",11432,1,0,1,2407,1536,1935,1,"A5","$ 545,000","2015-07-07",545000,1536,2407
"11821",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7043,60,NA,"A0","82-52 164TH PLACE                        ","            ",11432,1,0,1,5200,1350,1935,1,"A0","$ 700,000","2016-03-31",7e+05,1350,5200
"11822",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7044,4,NA,"A1","164-43 GRAND CENTRL PARKWAY              ","            ",11432,1,0,1,4465,1568,1937,1,"A1","$ 650,000","2015-05-05",650000,1568,4465
"11825",4,"HILLCREST                ","01  ONE FAMILY DWELLINGS                    ","1",7046,21,NA,"A5","82-65 166TH   STREET                     ","            ",11432,1,0,1,2400,1640,1935,1,"A5","$ 610,000","2015-10-27",610000,1640,2400
"11827",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",6856,3,NA,"B2","80-62 162ND   STREET                     ","            ",11432,2,0,2,2500,1296,1920,1,"B2","$ 575,000","2016-03-30",575000,1296,2500
"11828",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",6856,6,NA,"B3","8061 161ST STREET                        ","            ",11432,2,0,2,3000,2208,1920,1,"B3","$ 520,000","2015-06-29",520000,2208,3000
"11829",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",6857,91,NA,"B1","80-74 164TH STREET                       ","            ",11432,2,0,2,1725,1729,1950,1,"B1","$ 480,000","2015-12-15",480000,1729,1725
"11830",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",6861,9,NA,"B3","160-03 GRAND CENTRL PARKWAY              ","            ",11432,2,0,2,2109,1280,1935,1,"B3","$ 54,000","2016-02-22",54000,1280,2109
"11831",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",7030,22,NA,"B3","81-34 170 STREET                         ","            ",11432,2,0,2,4000,1644,1930,1,"B3","$ 785,000","2015-05-22",785000,1644,4000
"11833",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",7038,42,NA,"B3","164-14 GOETHALS AVENUE                   ","            ",11432,2,0,2,2552,1248,1930,1,"B3","$ 580,000","2016-04-08",580000,1248,2552
"11834",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",7038,42,NA,"B3","164-14 GOETHALS AVENUE                   ","            ",11432,2,0,2,2552,1248,1930,1,"B3","$ 440,000","2015-11-06",440000,1248,2552
"11835",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",7038,58,NA,"B3","82-36 164TH PLACE                        ","            ",11432,2,0,2,3500,1536,1930,1,"B3","$ 595,000","2015-07-29",595000,1536,3500
"11836",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",7040,21,NA,"B3","82-11 165TH   STREET                     ","            ",11432,2,0,2,2300,1252,1940,1,"B3","$ 718,000","2016-04-05",718000,1252,2300
"11838",4,"HILLCREST                ","02  TWO FAMILY DWELLINGS                    ","1",7046,19,NA,"B3","8269 166TH STREET                        ","            ",11432,2,0,2,2400,1640,1935,1,"B3","$ 10","2016-01-26",10,1640,2400
"11839",4,"HILLCREST                ","03  THREE FAMILY DWELLINGS                  ","1",6715,3,NA,"C0","150-72 GOETHALS AVENUE                   ","            ",11432,3,0,3,1638,3000,1999,1,"C0","$ 1,150,000","2015-08-03",1150000,3000,1638
"11841",4,"HILLCREST                ","05  TAX CLASS 1 VACANT LAND                 ","1B",6855,45,NA,"V3","80-18 161 STREET                         ","            ",11432,0,0,0,4000,0,0,1,"V3","$ 396,586","2015-06-08",396586,0,4000
"11842",4,"HILLCREST                ","05  TAX CLASS 1 VACANT LAND                 ","1B",7027,4,NA,"V0","166-08 81ST   AVENUE                     ","            ",11432,0,0,0,4000,0,0,1,"V0","$ 275,000","2015-12-11",275000,0,4000
"11845",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-45 VILLAGE ROAD, 52C                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 16,950","2015-05-11",16950,0,0
"11846",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-62 CHARTER ROAD, 27A                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 210,000","2015-05-11",210000,0,0
"11847",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-22 VILLAGE ROAD, 82A                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 80,700","2015-05-28",80700,0,0
"11848",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-14 UNION TURNPIKE, 2GB               ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 195,000","2015-06-30",195000,0,0
"11849",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-01 VILLAGE ROAD, 29A                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 50,000","2015-07-30",50000,0,0
"11851",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-76 VILLAGE ROAD, 77A                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 105,000","2015-08-25",105000,0,0
"11852",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-15 VILLAGE ROAD, 46C                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 235,000","2015-09-03",235000,0,0
"11853",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-12 VILLAGE ROAD, 63C                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 240,000","2015-09-11",240000,0,0
"11854",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-31 VILLAGE ROAD, 49D                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 118,000","2015-09-15",118000,0,0
"11856",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-15 VILLAGE ROAD, 31B                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 240,000","2015-09-17",240000,0,0
"11857",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-51 VILLAGE ROAD, 55GC                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 112,000","2015-09-22",112000,0,0
"11858",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-75 GRAND CENTRAL PARKWA, 94F         ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 147,500","2015-09-29",147500,0,0
"11859",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-14 CHARTER ROAD, 30A                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 142,000","2015-10-15",142000,0,0
"11861",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","149-08 UNION TURNPIKE, 19C               ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 215,000","2015-11-03",215000,0,0
"11862",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-76 VILLAGE ROAD, 77GA                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 150,000","2015-11-12",150000,0,0
"11863",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-34 VILLAGE ROAD, 83GC                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 115,000","2015-11-10",115000,0,0
"11864",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-14 VILLAGE ROAD, 93D                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 108,000","2015-10-22",108000,0,0
"11865",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-79 VILLAGE RD, 58B                   ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 205,000","2015-11-16",205000,0,0
"11866",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-46 VILLAGE ROAD, 71D                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 199,340","2015-11-10",199340,0,0
"11867",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-47 CHARTER ROAD, 22B                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 210,000","2015-12-01",210000,0,0
"11868",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-07 CHARTER ROAD, 14GD                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 135,000","2015-12-08",135000,0,0
"11869",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-68 VILLAGE ROAD, 91GA                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 220,000","2015-11-30",220000,0,0
"11870",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-45 VILLAGE ROAD, 52GA                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 180,000","2015-12-17",180000,0,0
"11871",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-45 CHARTER ROAD, 10GB                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 180,000","2015-12-14",180000,0,0
"11872",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-35 GRAND CENTRAL PKWY, 87GB          ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 180,000","2015-12-23",180000,0,0
"11873",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-76 VILLAGE ROAD, 77C                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 210,000","2015-12-16",210000,0,0
"11874",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-60 CHARTER ROAD, 40D                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 105,000","2015-12-16",105000,0,0
"11875",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-15 GRAND CENTRAL PARKWA, 82GB        ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 185,000","2015-12-17",185000,0,0
"11876",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-76 VILLAGE ROAD, 77                  ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 180,000","2016-01-14",180000,0,0
"11877",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-57 CHARTER ROAD, 26D                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 105,000","2015-12-22",105000,0,0
"11878",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-38 UNION TURNPIKE, 7A                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 109,000","2016-01-26",109000,0,0
"11879",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-54 VILLAGE ROAD, 88GB                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 138,000","2016-02-25",138000,0,0
"11880",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-12 VILLAGE ROAD, 63F                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 105,000","2016-03-08",105000,0,0
"11881",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-58 VILLAGE ROAD, 73D                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 200,000","2016-03-10",2e+05,0,0
"11882",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-66 VILLAGE ROAD, 75GC                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 128,000","2015-10-16",128000,0,0
"11883",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-54 VILLAGE ROAD, 88GD                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 130,000","2016-03-10",130000,0,0
"11884",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-68 VILLAGE ROAD, 91GB                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 200,000","2016-03-15",2e+05,0,0
"11885",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","150-76 VILLAGE ROAD, 105B                ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 210,000","2016-03-10",210000,0,0
"11886",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","144-57 CHARTER ROAD, 12C                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 207,000","2016-04-14",207000,0,0
"11887",4,"HILLCREST                ","09  COOPS - WALKUP APARTMENTS               ","2",6715,2,NA,"C6","147-22 VILLAGE ROAD, 82A                 ","            ",11435,0,0,0,0,0,1947,2,"C6","$ 220,000","2016-03-22",220000,0,0
"11888",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1014,NA,"R4","150-38 UNION TURNPIKE                    ","2A          ",11367,1,0,1,0,0,1973,2,"R4","$ 13,876","2016-01-10",13876,0,0
"11889",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1018,NA,"R4","150-38 UNION TURNPIKE                    ","2E          ",11367,1,0,1,0,0,1973,2,"R4","$ 521,100","2015-12-29",521100,0,0
"11890",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1033,NA,"R4","150-38 UNION TURNPIKE                    ","3B          ",11367,1,0,1,0,0,1973,2,"R4","$ 265,000","2015-12-18",265000,0,0
"11891",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1043,NA,"R4","150-38 UNION TURNPIKE                    ","3M          ",11367,1,0,1,0,0,1973,2,"R4","$ 478,000","2015-07-28",478000,0,0
"11892",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1098,NA,"R4","150-38 UNION TURNPIKE                    ","6N          ",11367,1,0,1,0,0,1973,2,"R4","$ 180,000","2015-11-10",180000,0,0
"11893",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1115,NA,"R4","150-38 UNION TURNPIKE                    ","7M          ",11367,1,0,1,0,0,1973,2,"R4","$ 370,000","2016-03-22",370000,0,0
"11894",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1118,NA,"R4","150-38 UNION TURNPIKE                    ","7P          ",11367,1,0,1,0,0,1973,2,"R4","$ 385,000","2015-07-30",385000,0,0
"11895",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1132,NA,"R4","150-38 UNION  TURNPIKE                   ","8L          ",11367,1,0,1,0,0,1973,2,"R4","$ 243,360","2015-06-09",243360,0,0
"11896",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,1135,NA,"R4","150-38 UNION TURNPIKE                    ","8O          ",11367,1,0,1,0,0,1973,2,"R4","$ 490,000","2016-02-24",490000,0,0
"11897",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2009,NA,"R4","152-18 UNION TURNPIKE                    ","201N        ",11367,1,0,1,0,0,1973,2,"R4","$ 10","2015-06-16",10,0,0
"11899",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2024,NA,"R4","152-18 UNION TURNPIKE                    ","202L        ",11367,1,0,1,0,0,1973,2,"R4","$ 309,000","2015-08-31",309000,0,0
"11900",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2032,NA,"R4","152-18 UNION TURNPIKE                    ","3A          ",11367,1,0,1,0,0,1973,2,"R4","$ 475,000","2015-10-27",475000,0,0
"11903",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2081,NA,"R4","152-18 UNION TURNPIKE                    ","205O        ",11367,1,0,1,0,0,1973,2,"R4","$ 500,000","2016-02-16",5e+05,0,0
"11904",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2099,NA,"R4","152-18 UNION TURNPIKE                    ","206O        ",11367,1,0,1,0,0,1973,2,"R4","$ 535,000","2015-12-09",535000,0,0
"11905",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2101,NA,"R4","152-18 UNION TURNPIKE                    ","206R        ",11367,1,0,1,0,0,1973,2,"R4","$ 450,000","2015-05-27",450000,0,0
"11906",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2115,NA,"R4","152-18 UNION TURNPIKE                    ","207M        ",11367,1,0,1,0,0,1973,2,"R4","$ 390,000","2016-01-08",390000,0,0
"11907",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2123,NA,"R4","152-18 UNION TURNPIKE                    ","208B        ",11367,1,0,1,0,0,1973,2,"R4","$ 354,000","2015-12-29",354000,0,0
"11908",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2126,NA,"R4","152-18 UNION TURNPIKE                    ","208E        ",11367,1,0,1,0,0,1973,2,"R4","$ 499,888","2016-04-05",499888,0,0
"11909",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2143,NA,"R4","152-18 UNION TURNPIKE                    ","209D        ",11367,1,0,1,0,0,1973,2,"R4","$ 438,000","2015-08-12",438000,0,0
"11910",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2157,NA,"R4","152-18 UNION TURNPIKE                    ","209T        ",11367,1,0,1,0,0,1973,2,"R4","$ 355,000","2015-05-20",355000,0,0
"11911",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2173,NA,"R4","152-18 UNION TURNPIKE                    ","210R        ",11367,1,0,1,0,0,1973,2,"R4","$ 489,250","2016-04-13",489250,0,0
"11912",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2179,NA,"R4","152-18 UNION TURNPIKE                    ","211D        ",11367,1,0,1,0,0,1973,2,"R4","$ 439,000","2015-11-16",439000,0,0
"11913",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2183,NA,"R4","152-18 UNION TURNPIKE                    ","211H        ",11367,1,0,1,0,0,1973,2,"R4","$ 245,000","2015-12-14",245000,0,0
"11914",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2195,NA,"R4","152-18 UNION TURNPIKE                    ","212B        ",11367,1,0,1,0,0,1973,2,"R4","$ 280,000","2015-08-26",280000,0,0
"11915",4,"HILLCREST                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",6713,2225,NA,"R4","152-18 UNION TURNPIKE                    ","2PHO        ",11367,1,0,1,0,0,1973,2,"R4","$ 550,000","2015-06-16",550000,0,0
"11917",4,"HILLCREST                ","26  OTHER HOTELS                            ","4",6634,1,NA,"H4","139-01 GRAND CENTRAL PKWY                ","            ",11435,0,1,1,38000,25353,1962,4,"H4","$ 900,000","2015-10-07",9e+05,25353,38000
"11919",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9894,81,NA,"A1","90-52 179TH   STREET                     ","            ",11432,1,0,1,2500,1388,1925,1,"A1","$ 432,000","2015-10-13",432000,1388,2500
"11921",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9895,32,NA,"A1","90-39 179TH   STREET                     ","            ",11432,1,0,1,2500,1688,1925,1,"A1","$ 485,000","2015-11-18",485000,1688,2500
"11922",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9897,78,NA,"A1","90-54 181ST   STREET                     ","            ",11423,1,0,1,2470,1312,1925,1,"A1","$ 429,000","2015-08-31",429000,1312,2470
"11923",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9899,41,NA,"A1","90-05 181ST STREET                       ","            ",11423,1,0,1,4032,1430,1925,1,"A1","$ 510,000","2015-05-08",510000,1430,4032
"11924",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9900,19,NA,"A5","91-17 182ND   STREET                     ","            ",11423,1,0,1,2117,1548,1920,1,"A5","$ 425,000","2015-10-05",425000,1548,2117
"11928",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9906,57,NA,"A1","90-47 184TH PLACE                        ","            ",11423,1,0,1,2500,1412,1920,1,"A1","$ 455,000","2015-05-08",455000,1412,2500
"11929",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9906,64,NA,"A1","90-29 184TH PLACE                        ","            ",11423,1,0,1,2500,1412,1920,1,"A1","$ 470,000","2016-01-29",470000,1412,2500
"11931",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9908,72,NA,"A9","90-16 187TH STREET                       ","            ",11423,1,0,1,2000,1184,1925,1,"A9","$ 420,000","2015-06-08",420000,1184,2000
"11932",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9913,71,NA,"A5","178-07 90TH   AVENUE                     ","            ",11432,1,0,1,2360,1352,1920,1,"A5","$ 450,000","2016-01-28",450000,1352,2360
"11934",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9922,48,NA,"A1","89-34 183 STREET                         ","            ",11423,1,0,1,2500,1368,1925,1,"A1","$ 435,000","2016-02-03",435000,1368,2500
"11935",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9923,9,NA,"A1","89-37 183RD STREET                       ","            ",11423,1,0,1,2500,1200,1925,1,"A1","$ 380,000","2015-12-08",380000,1200,2500
"11936",4,"HOLLIS                   ","01  ONE FAMILY DWELLINGS                    ","1",9924,41,NA,"A1","89-18 184TH PLACE                        ","            ",11423,1,0,1,2500,1248,1925,1,"A1","$ 469,500","2015-11-05",469500,1248,2500
